"id","grade","grade_suffix","coating","finish","surface_type","surface_protection","form","thickness_min","thickness_max","width_min","width_max","length_min","height_min","height_max","weight_min","weight_max","inner_diameter_min","inner_diameter_max","outer_diameter_min","outer_diameter_max","yield_strength_min","yield_strength_max","tensile_strength_min","tensile_strength_max"
"03b42284-af8d-434e-a03b-f7daf55a55c3","DC01","","","Cold Rolled","","","Coils","0.45","0.6","1350","1350","","","","","","","","","","","","",""
"871823c3-bceb-4095-bfbf-3f5e6ccdb1b9","HC340LA","","","+A","","","Strips","0.36","0.44","1200","1200","","","","","","","","","","","","",""
"0b1068b8-d8e1-4413-b168-47551bba353f","S235JR","","","+AR Pickled","","","Plates","1.83","2.17","1175","1175","","","","","","","","","","","","",""
"76b0d81b-d0f1-4f04-9b2c-01809ca65dd8","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","","","Coils","0.6","0.6","1500","1500","","","","48000","48000","","","","","","","",""
"9efe576f-61cd-4570-bbd6-5564117623aa","DD14","","","Hot Rolled","","Pickled and Oiled","Coils","3.9","3.9","1390","","","","","","","","","","","","","",""
"21556ded-ceb5-4223-94a6-00d322e57100","C1000S","","","","","","Plates","3.8","3.8","1342","1342","","","","50000","50000","","","","","","","",""
"dc99e837-9511-4cd8-8232-8df190346151","S355","","","","","","Plates","15","15","1500","1500","3000","3000","","2500","2500","","","","","","","",""
"1f4c6902-ace9-4b4e-851f-591fcf28323b","S355","","","","","","Plates","20","20","1500","1500","3000","3000","","2500","2500","","","","","","","",""
"d6f3c901-d3ee-446e-9ff6-aa67df0c0e5e","S55GD","","ZM620","","","","Plates","3","3","1250","1250","","","","500000","500000","","","","","","","",""
"3e7e8747-3bde-4788-9d20-8868ca3ca8db","CR240LA","","","Cold Rolled","","","Coils","1.7","1.7","743","743","","","","25000","25000","","","","","","","",""
"e74f774b-f259-43ae-814a-f78285e355ae","HC260LA","","","Cold Rolled","","","Coils","1.7","1.7","743","743","","","","25000","25000","","","","","","","",""
"9c908ec9-4ada-4533-a1cb-574bfd8f32fb","S500MC","","","Oiled","","","Coils","12","24","","1520","","","","","25000","","","610","610","","","",""
"1008838b-bf71-442f-a6e8-3de016146f89","S600MC","","","Hot Rolled","","Oiled (O)","Coils","2.8","2.8","600","1520","","","","15000","25000","","","610","610","","","",""
"2b3c5a38-7c3b-4336-8c84-2650646bbf4d","S280","","","","","","Sheets","0.45","0.55","1118","1118","","","","20000","20000","","","","","","","",""
"f3ab1ecf-f215-4f15-9af9-f7a0c070a227","HX340LAD","","Z100","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MB)","Oiled (O)","Slit Coils","2.15","2.15","448","448","","","","2000","2000","","","","","","","",""
"c6094ef9-4284-48e5-b7b2-d41b31ee5063","CR210IF","","GI50/50","Hot-dip Galvanized (+Z/+GI)","Unexposed (intenal parts) (U)","","Coils","1","1","1010","1010","","","","6000","6000","","","","","","","",""
"a39ed4ce-0d04-479f-8f56-a7a5006b7ea9","HX340LAD","","Z200","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MB)","Without surface treatment (U)","Coils","1.2","1.2","1490","1490","","","","10000","10000","","","","","","","",""
"4cd92b70-8db3-41f5-a4df-b34e5868c3ce","HC220B","","GI50/50","Hot-dip Galvanized (+Z/+GI)","","","Coils","1","1","990","990","","","","15000","15000","","","","","","","",""
"60206076-d947-48c6-bbba-14d1b9b2f859","DX51D","","Z100","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","1.4","1.55","","","","","","","","","","","","","","",""
"96ab7c99-7e3c-436f-b380-2feb5372d931","DX54D","","Z275","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","2.5","2.5","1250","1250","","","","15000","15000","","","","","","","",""
"e3965593-af94-4667-b8da-863b9cd8732e","","","","Galvanized","","","Coils","3","3","","","","","","20000","25000","","","","","","","",""
"9a34f125-2a0c-424e-8be9-aadb0259fccf","S500MC","","","Oiled","","","Coils","3","3","1270","1520","","","","25000","50000","610","610","","","","","",""
"c6b9fba1-6df0-44d6-bb69-f04dcdfae21d","DC01","","ZE25/25","Electro-Galvanized (+ZE)","Conventional surface (A)","Phosphated and chemically passivated (PC)","Coils","2.95","3.05","1000","1000","","","","15000","20000","","","","","","","",""
"ba03ad22-bbb9-4750-b079-3752ed50e912","DX54D","","AZ150","Aluzinc (+AZ)","","O","Sheets","1","1","265","540","","","","","","","","","","","","",""
"1a4035ab-435c-41aa-89f8-98efcfd32311","DX51D","","AZ150","Aluzinc (+AZ)","","","Sheets","","","","","","","","","","","","","","","","",""
"7f5526bc-f85b-4e06-a48f-347803d73e22","DC04","","ZE25/25","Electro-Galvanized (+ZE)","Phosphated (P)","Without surface treatment (U)","Coils","","","1500","1500","1000","1000","","25000","25000","","","","","","","",""
"e5c22e58-7870-4db5-98ea-aede48914170","DX51D","","Z100","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.8","1.8","","","","","","200000","200000","","","","","","","",""
"fd95e9f7-139d-482d-b240-05ba68a9474c","","","Z140","Hot-dip Galvanized (+Z/+GI)","","","Strips","1.4","1.4","128","128","","","","18000","18000","","","","","","","",""
"1b6ab446-0ca5-49dc-bfa4-351b3501d7a1","","","Z140","Hot-dip Galvanized (+Z/+GI)","","","Strips","1.4","1.4","119","119","","","","14000","14000","","","","","","","",""
"b6cde3a0-eb42-4738-8665-759771230af8","","","Z140","Hot-dip Galvanized (+Z/+GI)","","","Strips","1.4","1.4","117","117","","","","10000","10000","","","","","","","",""
"4f1d0f3c-328f-4e49-9934-007dcb348657","S700MC","","","Hot Rolled","","Lightly Oiled (L)","Sheets","5.7","6.36","1500","1500","3000","3015","","","","","","","","","","",""
"ceb7c087-e841-483e-8231-11e436c9e04c","DX51D","","","Hot-dip Galvanized (+Z/+GI)","","","Coils","0.45","0.6","1350","1350","","","","","","","","","","","","",""
"483fc59d-e32b-407e-8688-ef9e57ab2857","S350GD","","Z115","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.4","1.4","1250","1250","","","","8000","12000","","","","","","","",""
"7d4285b5-6b06-4341-894f-e18ee9e63137","S355","","","","","","Plates","5","5","1500","1500","3000","3000","","2500","2500","","","","","","","",""
"7a657d65-533c-4ad1-a7f0-5f4f8c860da2","HC340LA","","","","","","Coils","2","2.4","1000","1000","","","","","","","","","","","","",""
"74ea808b-eebf-4e39-a732-6344601b87b7","CR300LA","","","","","","Coils","2","2.4","1000","1000","","","","","","","","","","","","",""
"f0d6bb5f-55cb-4006-baf2-7bba9b16c0fb","S600MC","","","Oiled","","","Coils","","","","","","","","","","610","610","","","","","",""
"9021e77d-6be5-4250-b2c5-5f2d98d7b733","","","","Stained","","","Coils","","","","1520","","","","","25000","","","","","","","",""
"204b25a8-0511-40de-a218-d4bac3975a16","S600MC","","","Stained","","Oiled","Coils","4.85","4.99","","1520","","","","","25000","610","610","","","","","",""
"8bccceef-4a51-433f-b36d-380cd3c445c9","S460MC","","","Oiled","","","","","","","","","","","","","610","610","","","","","",""
"33f73df3-f715-4e71-a009-64b30afd3f74","","","","","","","Coils","","","","1520","","","","","25000","","","","","","","",""
"cb02a574-f56a-4aee-bc89-e4316b93dcdb","S500MC","","","Oiled","","","Coils","","","","1520","","","","","25000","","","","","","","",""
"3fdf352b-c5a4-4b91-9442-b5eb9707b835","","","","","","","Coils","","","","1520","","","","","25000","","","","","","","",""
"b02a12e0-0980-46b0-8996-221b1e633fe3","S235JR","","","Oiled","","","Strips","","","10","25","","","","","","","","","","","","",""
"191fe2e6-d536-4bda-bd67-2a3060803262","","","","","","","Coils","","","","1520","","","","","25000","","","","","","","",""
"f720ddc0-1a31-4c82-92df-5a38223d1ebd","CR380LA","","","","","","Plates","3","3","","","","","","","","","","","","","","",""
"1a10421b-c4a5-4cf5-96dc-01257acdc061","CR240LA","","ZM35/35","","Without surface treatment (U)","Oiled (O)","Plates","1","1","","","","","","","","","","","","","","",""
"83e1ccd0-f59a-4a12-872a-dac2acc3beab","HC340LA","","","","","","Plates","2.5","2.5","","","","","","","","","","","","","","",""
"898d1ef5-4cb0-4c61-a41e-264e82ceb3af","S420MC","","","","Phosphated (P)","Oiled (O)","Plates","3","3","1250","1250","","","","","","","","","","","","",""
"b8a4d9e9-89f4-488e-a40e-54809c6077e6","DD13","","","Oiled","","","Coils","10","25","610","1520","","","","","25000","","","","","230","","340",""
"609510f7-3e53-4cfa-b46d-1e87e9a475ac","","","","NK","","","Coils","15","25","610","1520","","","","","25000","","","","","230","","340",""
"c4beb905-1743-4ab5-88c8-8ec8702351f2","DD11","","","","Oiled (O)","","","","","25","60","","","","","","610","610","","","","","",""
"c717fe40-0d63-4a86-ba3d-afe718e44995","S550MC","","","Hot Rolled","","Oiled (O)","Coils","3.92","4.08","600","1520","","","","","25000","","","610","610","","","",""
"cee202b7-f190-4ec9-912a-90f225ea21e3","HX380","","","","","","Strips","4","4","208.6","208.6","","","","8000","8000","","","","","","","",""
"ec5aacc3-23a3-40c1-8fe9-6bcb581b391a","HX420","","","","","","Strips","4","4","208.6","208.6","","","","8000","8000","","","","","","","",""
"4c4d0aba-97ef-4ff8-9886-ac4685a52321","HX300","","","","","","Strips","4","4","208.6","208.6","","","","8000","8000","","","","","","","",""
"3235804b-45e6-4d4c-8b3b-745500b1c771","HX300LAD","","Z100","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","0.9","0.9","1150","","","","","50000","50000","","","","","","","",""
"d22ab656-e742-4e8a-b07f-d207270f2c10","34CrNiMo6+QT","","","As Rolled (+AR)","","","Round Bars","19","19","","","6000","6000","","8000","8000","","","","","","","",""
"32f7aaf8-af97-4b57-b47b-083a465ffc2a","DX51D","","Z200","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","1.4","1.55","","","","","","","","","","","","","","",""
"41dce460-7b73-4340-aa02-c10a79198432","DX51D","","ZM310","","","","Coils","0.75","0.8","1000","1500","","","","48000","48000","","","","","","","",""
"c31e148d-73ba-46c6-9819-a2bd8c6f3b06","11SMn30","","","As Rolled (+AR)","","","Round Bars","","","85","85","6000","6000","","6000","6000","","","","","","","",""
"5cade4d0-ab67-4d1c-acf9-88a44ee18587","S235JR","","","","Oiled (O)","","Coils","3.5","3.5","","1520","","","","","25000","610","610","","","","340","360",""
"04c8f5fd-83aa-434b-a3a4-e0fcbc0b7889","DC04","","","Oiled","","","Slit Coils","1.73","1.8","","1520","","","","","25000","","","","","","","",""
"c39d8943-a251-4a88-8042-d87ffe5c9e2d","S700MC","","","Hot Rolled","","Pickled and Oiled","Coils","2","2","1125","","","","","","","","","","","","","",""
"48859269-b06e-47e5-8622-71248b61cd86","S315MC","","","Oiled","","","Coils","3.9","4.1","","1520","","","","","25000","610","610","","","","","",""
"760442b0-3c36-4e85-b5d8-2b73c9518f5b","S235JR","","","Oiled","","","","","","610","610","","","","","","","","","","","","",""
"1259d2e7-4bb0-423d-bffa-48c7c126bab1","CR380LA","","ZE50/50","Electro-Galvanized (+ZE)","","","Coils","2","2","","","","","","25000","25000","","","","","","","",""
"3c24e625-9798-4fd5-a554-1ab812d18abe","DX51D","","Z140","Hot-dip Galvanized (+Z/+GI)","","Chemically passivated (C)","Coils","1.4","1.4","","","","","","","25000","","","","","","","",""
"f0693953-271c-4c00-9921-48696b3cd0ea","DX51D","","Z140","Hot-dip Galvanized (+Z/+GI)","","Chemically passivated (C)","Coils","1.9","1.9","","","","","","","25000","","","","","","","",""
"eb692c7e-4ed8-403c-9afa-f2d619884ac1","DX51D","","Z140","Hot-dip Galvanized (+Z/+GI)","","Chemically passivated (C)","Coils","2.5","2.5","","","","","","","25000","","","","","","","",""
"0f632107-6ad6-4b1b-9ad2-becc33bf0a50","DX51D","","Z140","Hot-dip Galvanized (+Z/+GI)","","Chemically passivated (C)","Coils","3","3","","","","","","","25000","","","","","","","",""
"248873d4-d898-4365-8cad-0f2e16d90153","DP780","","","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MB)","Oiled (O)","Coils","1.15","1.15","712","","","","","","","","","","","","","",""
"9dfc7c8a-eb87-418b-b81c-b9f2820ab417","DC04","","","Cold Rolled","","","Coils","1.2","1.2","800","","","","","","","","","","","","","",""
"1a03c364-bea7-4abf-bdb4-621a45f1abb5","","","","","","","Coils","","","","1520","","","","","25000","","","","","","","",""
"5a4f66b6-28b1-4c3b-a5d5-ecb263b94412","S355MC","","","oiled","","","Coils","","","40","60","","","","","25000","610","610","","","380","","450","560"
"e02dfcbd-a40e-469e-9bd7-06517ff1f724","S420MC","","","oiled","","","Coils","","","40","60","","","","","25000","610","610","","","380","","450","560"
"2dd73a73-0022-4ae8-bd73-2a2f825f4ddf","CR180BH","","GI50/50","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MB)","Oiled (O)","Coils","2.5","2.5","1276","","","","","","","","","","","","","",""
"973263ef-721e-44c3-8921-81678e9a927a","HX300LAD","","Z100","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","0.6","0.6","1502","","","","","25000","","","","","","","","",""
"483c78a1-37de-4045-b914-87ed455d1149","26Mnb5","","","","","","Coils","","5.2","","","","","","48000","48000","","","","","","","",""
"d620705b-334e-40d4-8e68-11dad5baef37","DX51D","","Z180","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","1.4","1.55","","","","","","","","","","","","","","",""
"02658891-8aaf-4ca9-a4ec-b817c80d19d1","S600MC","","","Hot Rolled","","Oiled (O)","Coils","2.7","2.9","610","1520","","","","15000","25000","","","","","","","",""
"51edaf19-20d9-4df2-90aa-246c478b3532","S600MC","","","Hot Rolled","","Oiled (O)","Coils","2.8","2.8","600","1520","","","","15000","25000","610","610","","","","","",""
"299f38e8-bec3-44e6-8faa-820b7c0f40e9","S500MC","","","Galvanized","","","Coils","12","24","","1520","","","","","25000","","","610","610","","","",""
"ae16b3ef-575d-40af-b90c-ca2b5196b47e","S355MC","","","","","","Coils","7.8","8.1","1270","","","","","","","","","","","","","",""
"54d4992c-dffe-406c-a5c7-30108f547d64","HC380La","","","Cold Rolled (+CR)","","Lightly Oiled (L)","Slit Coils","1.22","1.28","600","1520","","","","","25000","610","610","","","","","",""
"1e8557a8-c31c-4303-9232-5cd22ef2f92d","DC01","","","Cold Rolled","","","Coils","0.7","0.7","1280","","","","","24000","24000","","","","","","","",""
"7ab57a66-1efb-4696-8c73-19a2e7dc1081","S500MC","","","","","","Coils","8","8","","","","","","","","","","","","","","",""
"f2c2d70e-32b9-49fd-bb8a-06cd971f99c4","S355J2","","","Normalized (+N)","","","Sheets","3","3","2000","2000","6000","6000","","30000","30000","","","","","","","",""
"79386b6c-ea15-43e3-86d7-b04e21e80042","11SMn30","","","As Rolled (+AR)","","","Round Bars","","","70","70","6000","6000","","6000","6000","","","","","","","",""
"a3881e30-8e27-45f2-86f2-5e0f45a98806","11SMn30","","","As Rolled (+AR)","","","Round Bars","","","80","80","6000","6000","","6000","6000","","","","","","","",""
"3de60c49-4fc6-457d-be4d-9a9c91819e10","11SMn30","","","+AR","","","Round Bars","","","70","70","6000","6000","","6000","6000","","","","","","","",""
"dff46e4a-4c04-4aac-ba70-63bf4a5f52a0","11SMn30","","","+AR","","","Round Bars","","","80","80","6000","6000","","6000","6000","","","","","","","",""
"a63949fe-0739-4380-bb87-bec14f7e4093","S235JR","","","Oiled","","","Coils","2","2","","1520","","","","","25000","","","","","260","","",""
"037b3c48-95a6-4f68-8586-d305caf0009d","S235JR","","","Oiled","","","Coils","2.3","2.3","","1520","","","","","25000","","","","","260","","",""
"e2b10107-3b01-4096-9e32-ff5b4b77f57f","S235JR","","","Oiled","","","Coils","2.5","3","","1520","","","","","25000","","","","","260","","",""
"035226fb-3dcf-44b7-be1c-6b1024be148b","S235JR","","","Oiled","","","Coils","3","3","","1520","","","","","25000","","","","","260","","",""
"b43b4d3d-870a-4b9f-863c-3043bec034ca","S235JR","","","Oiled","","","Coils","3.25","3.25","","1520","","","","","25000","","","","","260","","",""
"6de1f83d-3950-45bb-8be0-7d5fab0e6274","DD11","","","Oiled","","","Coils","2.4","2.6","","1520","","","","","25000","610","610","","","","","300","360"
"8d243c5a-29a0-473d-bdf0-9172af84f831","S420","","","Stained","","Oiled (O)","Coils","","","75","75","","","","","25000","","","610","610","","","540","640"
"9870b017-125b-4dd5-8c04-2555545a3a82","S460","","","Stained","","Oiled (O)","Coils","","","75","75","","","","","25000","","","610","610","","","540","640"
"cb3cd85d-453d-4bd2-8984-7f8d637ec970","MC","","","Stained","","Oiled (O)","Coils","","","75","75","","","","","25000","","","610","610","","","540","640"
"0a82367f-047b-4516-9f14-d9d1966f7cec","S500MC","","","Oiled","","","Coils","1.5","1.5","100","1520","","","","","25000","610","610","","","","","",""
"8c824631-d6b5-4dac-8624-2dea58f3f810","S500MC","","","Oiled","","","Coils","2","2","60","1520","","","","","25000","610","610","","","","","",""
"9357364e-ae6e-4cce-9791-0bea1af64d6a","S500MC","","","Oiled","","","Coils","3.5","3.5","60","1520","","","","","25000","610","610","","","","","",""
"43ccf37c-c25a-43de-9010-3924bb9daaef","S235JR","","","Oiled","","","","","","","","","","","","","610","610","","","","","",""
"8e4b5cc2-5a59-4fa6-8184-3921fb22b6ef","","","","","","","Coils","3","3","","1520","","","","","25000","","","","","","","",""
"6f4ae29d-afe8-45e0-827e-e84f9f539b0c","S355MC","","","Stained","","","Coils","1.5","1.5","50","1520","","","","","25000","","","","","","","",""
"c4d1a268-6b73-40f8-acd4-5e6905aa5b45","HC260LA","","","","","","Coils","","","","","","","","","","","","","","","","",""
"9c264bf1-f8e8-41bc-958f-7e8065cfba3d","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","","","Coils","0.8","0.8","1500","1500","","","","24000","24000","","","","","","","",""
"283974d5-071c-4122-a068-cd879af2b06d","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","","","Coils","0.4","0.4","1500","1500","","","","24000","24000","","","","","","","",""
"000ca0f6-de2c-4fe3-8ad7-a7ed251c16f5","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.85","2","","","","","","200000","200000","","","","","","","",""
"07e4874b-e624-4e24-af76-69aa4177bada","S355MC","","","Oiled","","","Coils","1.5","1.5","50","1520","","","","","25000","","","","","","","",""
"248ae6cb-165a-44b3-9d02-95540e840b9b","S355MC","","","NK","","","Coils","1.5","1.5","50","1520","","","","","25000","","","","","","","",""
"e118d64a-246c-4313-b48f-4318cdf92200","S355MC","","","","","","Coils","2","2","200","1520","","","","","25000","","","","","","","",""
"fb2c9da4-f747-4c1c-95a5-b2bb40f9ffab","S355MC","","","","","","Coils","3","3","25","1520","","","","","25000","","","","","","","",""
"675262ee-f983-43ab-bd1b-afc8328f75fa","S355JR","","","Oiled","NGW","","Coils","2.7","2.9","","1520","","","","10000","25000","610","610","","","","","",""
"871f7c92-a84e-4c93-8b30-633d58b3b90e","S420MC","","","Oiled","NGW","","Coils","2.7","2.9","","1520","","","","10000","25000","610","610","","","","","",""
"43c8f5e9-7c49-4090-a57f-552c5f4ddbc4","S460MC","","","Oiled","NGW","","Coils","2.7","2.9","","1520","","","","10000","25000","610","610","","","","","",""
"34f49cd2-32d5-4d25-9903-f426a43d00c7","DC01","","","Lightly Oiled","","","Coils","1","1","","1520","","","","","25000","","","","","","","",""
"a8f1cbe4-226c-451e-b23c-15bc7d3c0fbf","HC420LA","","","Cold Rolled","","Lightly Oiled (L)","Coils","1.2","1.2","","1520","","","","10000","25000","610","610","","","","","",""
"10c89819-fe17-453c-8031-3d981d284748","DC04","","","Cold Rolled","","","Coils","0.75","0.75","","","","","","","50000","","","","","","","",""
"5c73b80c-84bf-4f02-8151-5fb4566db832","CR380LA","","","","Uncoated","Without surface treatment (U)","Sheets","2.11","2.29","370","","","","","","","","","","","","","",""
"c60bc51b-abcb-47ef-abee-dd61ed56466d","HX260LAD","","Z100","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MB)","Oiled (O)","Coils","2.25","2.25","","","","","","40000","40000","","","","","","","",""
"cbd2d241-70be-4f80-aecf-0416f56ed1f4","HCT980XG","","GI50/50","Hot-dip Galvanized (+Z/+GI)","Unexposed (intenal parts) (U)","","Coils","1.14","1.26","1270","1270","","","","10000","12000","","","","","700","","",""
"d10118f6-23e5-4c37-8099-08827b6bc8d7","S355MC","","","Oiled","","","","","","60","80","","","","","","610","610","","","","","",""
"1243a009-754a-4750-b79f-5fe82477d22b","S420MC","","","Oiled","","","","","","60","80","","","","","","610","610","","","","","",""
"de5814ee-e207-46b1-bc9b-67008bfa4b22","","","","","","","Coils","","","","1520","","","","","25000","","","","","380","380","450","560"
"1ffb07ab-40b3-45fd-a079-8f2ee2b6f4e6","DX51D","","Z140","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","1.4","1.55","","","","","","","","","","","","","","",""
"f783f578-22ef-4072-855f-b8202e7fea9a","HC420LA","","","","","","Sheets","0.5","0.5","728","728","","","","10000","10000","","","","","","","",""
"340e1620-c67d-4079-834f-561944ff8c78","HC420LA","","","","","","Coils","0.5","0.5","972","972","","","","10000","10000","","","","","","","",""
"3162ed4a-2d91-40b1-b745-dab903d4ea95","DD11","","","","","Oiled (O)","Strips","","","610","610","","","","","","","","","","","","",""
"61db4926-335b-4875-91e4-971c988e3161","","","","","","","Coils","1.45","1.55","","1520","","","","","25000","","","","","","","",""
"d0c5ccf7-d1a8-45b1-a5da-7f666739777a","S355MC","","","","","Oiled (O)","Strips","","","610","610","","","","","25000","","","","","","","",""
"cfda76ec-0c2f-40ad-94f0-25a3ba561171","S235JR","","","Oiled","","","","","","610","610","","","","","","","","","","","","",""
"bf6911a1-2308-4906-a906-eade435220ba","DD11","","","Oiled","","","","","","610","610","","","","","","","","","","","","",""
"955e8d92-4c1c-4966-9c7b-2d3dc65e646f","","","","","","","Coils","","","","1520","","","","","25000","","","","","","","",""
"eacf8951-7847-48f9-aba4-151e97e3a2c7","DC04","","","Oiled","","Lightly Oiled (L)","Coils","","","","1520","","","","","25000","","","","","","","",""
"fc1422b5-5614-4afa-a1d4-9e754f3575b0","DC03","","","","","Oiled (O)","Coils","1.55","1.65","135","1520","","","","","25000","","","","","","","",""
"cab39ebc-91de-431f-8f55-5fbdba083807","S355MC","","","Oiled","","","Coils","10","25","610","610","","","","","25000","","","","","","","",""
"cb8d096a-fd4a-4344-91e3-ed4fbe1c6481","S355MC","","","Oiled","","","Coils","40","40","610","610","","","","","25000","","","","","","","",""
"5e520cbb-2d90-4c5b-95f3-c84b29de9077","","","","","","","","","","","","","","","","","","","","","","","",""
"7d1ab305-7fc6-4ab0-bc2a-9ae1e038e67e","S700MC","","","","","Oiled (O)","Coils","6","6","610","1520","","","","12000","25000","","","","","","","760","810"
"d9e8490f-0d4e-41f5-b545-714c05c470c8","S355MC","","","Oiled","","","","","","610","610","","","","","","","","","","","","",""
"8de4d127-8e6c-4fa4-b8b3-62995884340b","","","","","","","Coils","","","","1520","","","","","25000","","","","","","","",""
"8640b0bf-8c2c-499e-88c1-c603e367dc2a","S420MC","","","Oiled","","","Coils","5.5","5.5","300","1520","","","","","25000","610","610","","","","","",""
"48b5c2ed-0825-4834-9218-2f7bef3292b1","DD11","","","Hot Rolled","","","Coils","3.6","4","","","","","","","","","","","","","","",""
"eb25e165-d387-4167-bb37-1b3697458eb5","DD13","","","Hot Rolled","","","Coils","3.6","4","","","","","","","","","","","","","","",""
"ffdbe1d8-d06d-47ca-a722-a8fe75716fc5","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","","","Sheets","1.25","1.25","1500","1500","","","","150000","150000","","","","","","","",""
"939af091-8ffd-4cd3-9c69-6530b2a906d7","S350GD","","Z275","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","2.5","2.5","","","","","","","","","","","","","","",""
"c0c964dd-d4cf-481b-8e38-4603a9f686e5","DC04","","","Cold Rolled","","","Coils","0.45","0.6","1350","1350","","","","","","","","","","","","",""
"f261d62a-30dd-4705-88bf-44439917b3bc","S235JR","","","Hot Rolled","","","Sheets","3","3","1500","1500","3000","3000","","","24000","","","","","","","",""
"2ddb93ef-2d44-4831-94ae-3aeac8acfdb9","","","","","","","Sheets","8","8","","","","","","","","","","","","","","",""
"6b506c00-8ca5-4f8c-b3b1-2e94eb1ca16f","S315MC","","","Oiled","","","Coils","4.7","5","","1520","","","","15000","25000","610","610","","","","","",""
"6fe4647f-8c06-48d0-8ea3-15d24e7315b7","S235JR","","","Oiled","","","Strips","","","","","","","","","","610","610","","","","","",""
"ac960bda-be71-418a-88a9-3f68201c3c0c","","","","","","","Coils","2.5","2.5","","1520","","","","","25000","","","","","","","",""
"8f3b343d-8d61-4155-8ec3-6ae94a95c1c9","DC04","","","Oiled","","","Slit Coils","5","10","","1520","","","","","25000","","","","","","","2.55","2.65"
"88c7172f-baa0-4fcd-a404-03086f80f57b","S235JR","","","Stained","Oiled (O)","","Coils","3.5","3.65","","1520","","","","","25000","610","610","","","","","",""
"1394facd-cc4e-43da-8cb3-46ed95f00a95","S355MC","","","Oiled","","","","","","80","80","","","","","","610","610","","","","","",""
"408d5fa3-4bdf-40cf-a41f-f4bab8858517","","","","","","","Coils","","","","1520","","","","","25000","","","","","","","",""
"55b345d4-ac60-4ad8-917c-a9ce1d1960b4","S220GD","","ZM100","","","","Round Bars","2.9","3","2.9","3","","","","","","","","","","","","",""
"98fbbe86-bcc0-41f5-a3d7-3680cb01095b","S280GD","","ZM100","","","","Round Bars","2.9","3","2.9","3","","","","","","","","","","","","",""
"e890b168-10be-43f0-bf32-5b5a6645b637","S315MC","","","Oiled","","","Coils","10","25","1520","1520","","","","","25000","","","610","610","","","",""
"c62fe981-4863-46f3-aaab-dd42c7d5f6dd","S235JR","","","","","Oiled (O)","","","","","1520","","","","","25000","","","","","320","","",""
"74a8248b-ec38-4599-818c-99e90d771f7f","S315MC","","","","","Oiled (O)","","","","","1520","","","","","25000","","","","","320","","",""
"2ebf1a71-736a-4de4-9ed4-8e113b23e78f","DD11","","","","","Pickled and Oiled","Coils","3","3","1500","1500","","","","20000","20000","","","","","","","",""
"8ccbc187-3d48-4718-8f95-ef764dac4a17","S235JR","","","Oiled","","","Strips","","","610","610","","","","","","","","","","","","",""
"b8327004-2784-4696-8d75-40ac901ca0c7","","","","","","","Coils","","","","1520","","","","","25000","","","","","260","","",""
"f5693581-8fe3-40c2-b4a5-8c95bdbfb31c","S235JR","","","Oiled","","","Strips","","","","","","","","","","610","610","","","","","",""
"95facb70-eb53-44e2-8860-00baaf420e9e","S315MC","","","Oiled","","","Strips","","","","","","","","","","610","610","","","","","",""
"2a099702-b7b2-47f0-85f4-e02f8466e327","","","","","","","Coils","3","3","","1520","","","","","25000","","","","","","","",""
"f0c6ab1e-cc3b-45b7-ba05-5d6977017b17","","","","","","","","","","","","","","","","","","","","","320","","",""
"ace0246d-f8e9-4261-ab5c-40bbee73184d","S460MC","","","Oiled","","","Coils","60","3","610","1520","","","","","25000","","","","","","","",""
"295e4030-78b4-46a6-936f-5cc18c97d642","S460MC","","","Oiled","","","Coils","75","2.5","610","1520","","","","","25000","","","","","","","",""
"1e8ac77e-ffc3-40f4-9f3d-f5ca86bc045f","S355MC","","","Oiled","","","Coils","","","80","1520","","","","","25000","","","610","610","380","380","450","560"
